file_name,box.0,box.1,box.2,box.3,text,label
0011838621.json,161,240,234,256,Increase X,answer
0011838621.json,330,212,407,229,$ 43.335.00,answer
0011838621.json,330,237,407,251,$ 4.376.47,answer
0011838621.json,331,264,409,278,$ 47.711.47,answer
0011838621.json,254,251,331,270,(10% Change),other
0011838621.json,53,265,257,284,Adjusted Total Cost of Project:,question
0011838621.json,423,209,485,226,$ 0.00,answer
0011838621.json,57,310,537,348,"Original MRA did not include cost for the first month of the study (see L. Lee memo of September 11, 1989)",answer
0011838621.json,59,381,182,397,Internal Init. Date,question
0011838621.json,59,408,154,435,Ext. Auth. Date Wave(s),question
0011838621.json,271,365,418,380,Sumary of IMRD Budget,header
0011838621.json,440,374,526,389,$ 2.960.000.00,answer
0011838621.json,274,378,390,394,Total Area Budget:,question
0011838621.json,272,401,424,419,Current Bal. Available:,question
0011838621.json,274,427,410,457,This Change: (From Current Budget),question
0011838621.json,59,482,153,513,Field Complete Wave(s),question
0011838621.json,60,557,168,600,Final Report Due (Supplier Rpt.) Wave(s),question
0011838621.json,277,518,355,534,New Balance:,question
0011838621.json,277,566,393,595,Committed to Date: (Current Year),question
0011838621.json,272,466,436,494,This Amount (From Next Year's Budget),question
0011838621.json,430,651,515,683,6/ 21/ 90,answer
0011838621.json,443,687,518,714,4/ 22/ 90,answer
0011838621.json,380,753,451,768,Project No.,question
0011838621.json,381,778,461,795,Account Name,question
0011838621.json,465,751,512,768,1989- 29,answer
0011838621.json,63,672,147,686,Submitted By:,question
0011838621.json,63,709,142,726,Approved By:,question
0011838621.json,63,750,131,763,Original-,question
0011838621.json,154,744,234,760,Project File,answer
0011838621.json,154,758,237,787,MRA File N. W. Kremer,answer
0011838621.json,152,721,236,736,N. W. Kremer,question
0011838621.json,151,682,228,697,M. b. Davis,question

file_name,box.0,box.1,box.2,box.3,text,label
0011845203.json,113,233,135,248,TO:,question
0011845203.json,115,274,199,287,INSTRUCTIONS,header
0011845203.json,520,534,581,548,WELCOMED.,other
0011845203.json,490,535,514,548,ARE,other
0011845203.json,443,534,489,549,AGENCY,other
0011845203.json,418,535,440,548,THE,other
0011845203.json,384,536,415,549,FROM,other
0011845203.json,331,536,380,550,DESIGNS,other
0011845203.json,265,538,328,552,ALTERNATE,other
0011845203.json,239,536,263,553,FOR,other
0011845203.json,158,539,236,550,SUGGESTIONS,other
0011845203.json,158,552,194,567,THESE,other
0011845203.json,200,550,242,564,SHOULD,other
0011845203.json,246,553,261,564,BE,other
0011845203.json,267,549,331,563,SUBMITTED,other
0011845203.json,331,550,348,563,AS,other
0011845203.json,353,549,410,562,SEPARATE,other
0011845203.json,413,549,473,560,DOCUMENTS,other
0011845203.json,475,547,535,560,APPENDED,other
0011845203.json,539,546,553,561,TO,other
0011845203.json,559,546,587,560,THIS,other
0011845203.json,592,546,614,556,BID,other
0011845203.json,587,532,644,546,"HOWEVER,",other
0011845203.json,117,592,132,606,3.,other
0011845203.json,159,656,183,671,FAX,question
0011845203.json,186,656,235,669,NUMBER:,question
0011845203.json,506,837,616,858,464565018,other
0011845203.json,260,81,496,99,BROWN & WILLIAMSON BID REQUEST FORM,header
0011845203.json,299,108,454,125,(QUANTITATIVE RESEARCH),other
0011845203.json,110,179,215,192,PROJECT NUMBER:,question
0011845203.json,275,179,322,194,1991- 18,answer
0011845203.json,112,205,215,222,B&W ORIGINATOR:,question
0011845203.json,233,205,323,222,Mary D. Davis,answer
0011845203.json,152,230,346,249,Mr. Johnny Pedersen - Gallup,answer
0011845203.json,113,295,501,317,1. THE FOLLOWING DOCUMENT IS DIVIDED INTO TWO SECTIONS.,other
0011845203.json,117,696,238,712,OTHER INFORMATION,header
0011845203.json,119,723,222,739,DATE REQUESTED:,question
0011845203.json,120,739,290,759,DEADLINE FOR BID RECEIPT:,question
0011845203.json,328,719,431,737,2/ 22 by courier,answer
0011845203.json,325,740,370,758,3/1/91,answer
0011845203.json,170,628,262,644,Mary D. Davis,answer
0011845203.json,249,656,345,671,1- 502- 568- 8092,answer
0011845203.json,159,584,581,606,"IF YOU HAVE ANY QUESTIONS, PLEASE CONTACT THE FOLLOWING PERSON:",question
0011845203.json,115,492,627,526,"2. IN ORDER TO ALLOW US TO COMPARE BIDS, WE REQUEST THAT YOU SUBMIT A BID FOR THE RESEARCH AS SPECIFIED IN SECTION ONE.",other
0011845203.json,450,466,546,482,1- 502- 568 8092,answer
0011845203.json,365,468,440,482,FAX MUMBER:,question
0011845203.json,362,402,498,457,"MS. JACKIE KEY B&W LOUISVILLE, KENTUCKY U. S. A.",other
0011845203.json,155,325,230,339,SECTION ONE,question
0011845203.json,155,365,231,381,SECTION TWO,question
0011845203.json,236,358,622,379,SHOULD BE COMPLETED BY THE RESEARCH AGENCY AND RETURNED BY,other
0011845203.json,156,378,343,393,FAX TO THE FOLLOWING PERSON:,other
0011845203.json,235,320,617,339,CONTAINS THE PROJECT DESCRIPTIONS AND SPECIFICATIONS FROM,other
0011845203.json,155,334,621,352,B&W. ALL BIDS SHOULD BE BASED ON THE SPECIFICATIONS IN THIS DOCUMENT.,other

file_name,box.0,box.1,box.2,box.3,text,label
0011856542.json,425,258,462,272,DATE,question
0011856542.json,259,255,301,270,BD-FF,answer
0011856542.json,500,259,551,273,1/4/90,answer
0011856542.json,257,382,330,397,Marketing,answer
0011856542.json,65,755,91,768,cc:,question
0011856542.json,363,737,581,794,,answer
0011856542.json,256,150,458,174,PROJECT INITIATION FORM,header
0011856542.json,71,250,182,268,PROJECT CODE,question
0011856542.json,72,294,178,310,PROJECT NAME,question
0011856542.json,259,296,574,316,BULL DURHAM Full Flavor King Size Cigarettes,answer
0011856542.json,262,338,425,359,J. F. Anders/ J. E. Mann,answer
0011856542.json,68,334,194,353,PROJECT LEADER,question
0011856542.json,71,375,218,393,WORK REQUESTED BY,question
0011856542.json,66,417,220,437,PROJECT OBJECTIVE,question
0011856542.json,255,423,639,581,"Develop 14- mg ""tar"" delivery king size cigarette for generic pricing directed toward young male smokers. Cigarette dimensions- 85 mm x 24.9 mm circumference- 20 mm filter- 24 mm tipping. Offshore tobacco blend with unique flavor formulation. Cork tipping.",answer
0011856542.json,66,581,175,621,OTHER PERSONNEL ASSIGNED,question
0011856542.json,368,718,466,732,Approved by,question
0011856542.json,106,756,313,873,RSS RDC PHL PRC DRB Records Project Leader Other Personnel Assigned,answer

file_name,box.0,box.1,box.2,box.3,text,label
0011859695.json,60,247,102,261,Agency:,question
0011859695.json,391,243,434,254,Contact:,question
0011859695.json,388,201,416,215,Date:,question
0011859695.json,60,352,99,369,Client:,question
0011859695.json,60,300,110,314,Address:,question
0011859695.json,61,409,107,424,Product:,question
0011859695.json,61,465,134,479,Film Cleared:,question
0011859695.json,573,384,623,401,RECEIVED,question
0011859695.json,66,779,91,792,CF:,question
0011859695.json,66,795,86,808,,question
0011859695.json,91,779,113,793,cb,answer
0011859695.json,225,61,431,105,AMERICAN BROADCASTING COMPANY TELEVISION NETWORK,header
0011859695.json,208,113,450,147,"1333 Avenue of the Americas, New York, New York 10019 LT 1- 7777",other
0011859695.json,119,236,207,254,"SSC&B, Inc",answer
0011859695.json,440,190,596,210,"September 25, 1969",answer
0011859695.json,448,232,539,253,Larry Odum,answer
0011859695.json,120,289,522,308,"575 Lexington Avenue, New York, New York 10022",answer
0011859695.json,120,346,331,366,American Tobacco Company,answer
0011859695.json,119,395,297,416,Pall Mail Filter tip,answer
0011859695.json,191,457,360,475,VIDEO TAPE APPROVAL,answer
0011859695.json,553,419,639,443,SEP 30 ,answer
0011859695.json,547,455,637,472,PERCY F. SMITH,other
0011859695.json,123,490,500,524,"""Presenter/ Girl Rev"" AT-M B-T-64 :60 ""Pall Mall Filter Tip"" AT-P/ F-T-317 :30",answer
0011859695.json,122,545,596,580,TAPE WILL FOLLOW AS SOON AS I RECEIVE IT FROM THE TAPE LIBRARY.,answer
0011859695.json,63,673,522,693,PLEASE NOTIFY THIS DEPARTMENT OF ANY CHANGES IN THE CODE NUMBER(S).,question
0011859695.json,63,698,510,721,"Final approval is, of course, dependent upon time and placement of the commercial(s).",question
0011859695.json,66,747,162,761,Film(s) enclosed.,question
0011859695.json,394,754,592,870,"Sincerely, American Broadcasting Company Cynthia Fates C.B Department BROADCAST STANDARDS AND PRACTICES",other
0011859695.json,80,873,194,886,XER 264/ REV 5/ 68,other

file_name,box.0,box.1,box.2,box.3,text,label
0011899960.json,15,102,95,120,Attention,question
0011899960.json,15,159,71,177,Copies,question
0011899960.json,430,106,518,121,Department,question
0011899960.json,314,159,373,176,Subject,question
0011899960.json,603,43,653,89,7,other
0011899960.json,18,237,113,261,Publication,question
0011899960.json,348,296,386,311,Time,question
0011899960.json,515,297,550,314,Date,question
0011899960.json,552,736,620,756,RECEIVED,question
0011899960.json,642,708,662,830,516007780,other
0011899960.json,102,101,401,125,"DR. HUGHES, MESSRS. ALAR, SANDEFUR,",answer
0011899960.json,524,103,669,124,CORPORATE AFFAIRS,answer
0011899960.json,103,128,637,151,"BLOTT, BUTLER, MIDDLETON, CHRISTENSEN, PEPPLES, SACHS FREEDMAN",answer
0011899960.json,85,158,265,179,"T. HUMBER, M. BATEMAN",answer
0011899960.json,406,159,503,176,L&M Lawsuit,answer
0011899960.json,253,209,441,231,PRESS QUERY,header
0011899960.json,151,240,290,260,ADWEEK - Midwest,answer
0011899960.json,15,270,149,289,Reporter/ Editor,question
0011899960.json,186,267,655,290,Fran Brock (312) 467- 6500,answer
0011899960.json,18,296,114,314,Received by,question
0011899960.json,133,296,233,311,Mark Ahearn,answer
0011899960.json,406,292,481,316,1: 45 P. M.,answer
0011899960.json,581,295,637,314,7/ 9/ 84,answer
0011899960.json,18,323,196,343,Deadline for response,question
0011899960.json,218,324,352,344,Already handled,answer
0011899960.json,17,349,680,386,"Describe the storyline, list the questions and proposed answers, and summarize handling, including clearances.",question
0011899960.json,18,433,612,470,Ms. Brock requested information regarding L&M lawsuit. I provided the approved prepared response.,other
0011899960.json,17,473,677,523,Reporter then requested clarification of generic cigarette vs. 'private label cigarette' and asked to be notified when further announcements regarding generics were made.,other
0011899960.json,314,528,440,577,J. M. A. JMA,other
0011899960.json,547,764,639,811,JUL 10 1984 JOHN ALAR,answer

file_name,box.0,box.1,box.2,box.3,text,label
0011906503.json,627,51,666,65,0465E,other
0011906503.json,338,126,379,142,($000),other
0011906503.json,49,147,83,157,Title,question
0011906503.json,46,176,96,188,Purpose,header
0011906503.json,75,193,85,204,1,question
0011906503.json,74,207,84,219,2,question
0011906503.json,74,221,84,235,3,question
0011906503.json,74,236,85,247,4,question
0011906503.json,365,237,377,252,7,question
0011906503.json,364,197,375,211,5,question
0011906503.json,365,212,380,222,6,question
0011906503.json,46,259,91,271,Status,header
0011906503.json,202,277,262,291,Proposed,question
0011906503.json,206,292,268,306,Approved;,question
0011906503.json,468,281,508,293,TOTAL,question
0011906503.json,539,282,590,296,CAPITAL,question
0011906503.json,612,283,663,295,EXPENSE,question
0011906503.json,481,335,556,347,Completion,question
0011906503.json,569,352,593,364,Mo.,question
0011906503.json,625,352,650,364,Yr.,question
0011906503.json,162,333,231,345,Submission,question
0011906503.json,248,347,272,361,Yr.,question
0011906503.json,312,333,346,348,Start,question
0011906503.json,365,349,387,361,Mo.,question
0011906503.json,423,350,443,364,Yr.,question
0011906503.json,251,330,266,345,88,answer
0011906503.json,183,276,195,287,x,answer
0011906503.json,490,296,507,310,80,answer
0011906503.json,565,296,582,311,80,answer
0011906503.json,636,297,651,309,0,answer
0011906503.json,627,337,643,347,88,answer
0011906503.json,574,335,588,347,11,answer
0011906503.json,420,333,436,348,88,answer
0011906503.json,372,334,386,346,7,answer
0011906503.json,431,617,481,631,CAPITAL,question
0011906503.json,433,630,482,642,EXPENSE,question
0011906503.json,65,616,115,626,CAPITAL,question
0011906503.json,65,630,112,641,EXPENSE,question
0011906503.json,147,600,176,612,1989,answer
0011906503.json,146,617,162,626,80,answer
0011906503.json,153,631,162,641,0,answer
0011906503.json,105,709,132,721,JAN.,question
0011906503.json,132,709,167,721,-MAR.,question
0011906503.json,178,709,208,721,APR.,question
0011906503.json,208,709,240,721,-JUN.,question
0011906503.json,252,712,282,721,JUL.,question
0011906503.json,357,712,391,723,-DEC,question
0011906503.json,419,714,453,724,TOTAL,question
0011906503.json,42,763,92,778,EXPENSE,question
0011906503.json,42,737,92,752,CAPITAL,question
0011906503.json,282,712,317,722,-SEP,question
0011906503.json,329,712,356,722,OCT.,question
0011906503.json,495,673,521,685,YEAR,question
0011906503.json,616,673,666,685,EXPENSE,question
0011906503.json,549,673,596,683,CAPITAL,question
0011906503.json,495,711,522,728,1990,answer
0011906503.json,494,739,521,750,1991,answer
0011906503.json,493,767,522,778,1992,answer
0011906503.json,493,794,523,805,1993,answer
0011906503.json,525,897,630,917,621099940J,other
0011906503.json,41,36,125,67,FA 956 (5- 85) g1 0081. (d),other
0011906503.json,231,57,497,114,BROWN & WILLIAMSON TOBACCO CORPORATION CAPITAL BUDGET PROJECT R&D,header
0011906503.json,560,128,656,145,Date Submitted,question
0011906503.json,61,122,161,136,Capital Budget,question
0011906503.json,76,165,288,180,CICARETTE TEST STATION (CT5400),answer
0011906503.json,113,192,336,209,Maintenance of Existing Business,question
0011906503.json,116,206,322,224,Expansion of Existing Business,question
0011906503.json,115,221,200,233,New Products,question
0011906503.json,117,234,218,251,Cost Reduction,question
0011906503.json,406,198,658,215,Compliance with Outside Requirements,question
0011906503.json,408,212,663,241,Company Improvements & Administrative Requirements,question
0011906503.json,408,238,540,254,Quality Improvement,question
0011906503.json,66,276,173,292,This Project is,question
0011906503.json,272,291,354,306,Proposal No.,question
0011906503.json,456,264,546,275,Estimate Cost,header
0011906503.json,41,315,132,327,Project Dates,header
0011906503.json,45,369,181,385,PROJECT DESCRIPTION,question
0011906503.json,65,399,661,523,"The Cigarette Test Station (CTS400) combines many of the stand- alone instruments that R&D currently uses to measure cigarette weight, pressure drop, ventilation, and hardness into one compact module. The CTS400 has the additional measurement of cigarette hardness in comparison with the CTS300. With this added, measurement R&D will be able to replace the Firmness Integrator that measures cigarette firmness in addition to other measurements that are mentioned above. The Firmness Integrator is no longer manufactured and parts are becoming difficult to obtain. Lastly, purchase of this instrument would provide similar capability as the Macon Plant and help facilitate comparisions between laboratories.",answer
0011906503.json,268,577,455,591,ESTIMATED SPENDING SCHEDULE,header
0011906503.json,403,602,515,617,Balance to Spend,header
0011906503.json,44,600,141,611,Spent Prior to,question
0011906503.json,193,668,359,684,1989 SPENDING BY QUARTER,other
0011906503.json,394,844,475,859,Approved by,question
0011906503.json,42,840,125,854,Submitted by,question
0011906503.json,61,858,140,872,W. O. Crain,answer
0011906503.json,485,808,527,830,Beyond 1993,answer

file_name,box.0,box.1,box.2,box.3,text,label
0011973451.json,59,817,167,834,APPROVALS:,header
0011973451.json,57,73,91,86,Date:,question
0011973451.json,57,281,127,292,OBJECTIVE:,question
0011973451.json,59,691,97,699,Cartons:,question
0011973451.json,59,707,90,715,Cases:,question
0011973451.json,57,737,128,750,TIMETABLE:,header
0011973451.json,59,757,126,767,Manufacturing:,question
0011973451.json,346,823,366,834,Date,question
0011973451.json,60,422,85,433,TBD,answer
0011973451.json,462,603,487,616,TBD,answer
0011973451.json,67,521,91,534,TBD,answer
0011973451.json,134,605,158,616,TBD,answer
0011973451.json,289,705,310,716,500,answer
0011973451.json,434,704,461,715,$250,answer
0011973451.json,521,939,641,957,670886182,other
0011973451.json,677,821,698,832,Date,question
0011973451.json,385,756,428,769,Shipping:,question
0011973451.json,56,591,78,599,Start,question
0011973451.json,81,589,98,600,Up:,question
0011973451.json,57,570,111,583,VOLUME:,question
0011973451.json,54,52,473,70,NEW EXPORT PRODUCT DEVELOPMENT CHARTER,header
0011973451.json,94,73,144,84,6/ 24/ 94,answer
0011973451.json,56,105,202,119,BRAND/PROJECT NAME:,question
0011973451.json,57,133,553,161,RICHLAND Kings (Soft Pack) -Duty Free (Phoenix),answer
0011973451.json,57,191,127,207,MARKET (S):,question
0011973451.json,57,221,265,243,World- wide Duty Free,answer
0011973451.json,66,292,566,330,Generate incremental volume for B& W by providing a low price brand to various international duty- free markets.,answer
0011973451.json,57,372,193,385,SOURCE OF BUSINESS:,header
0011973451.json,57,391,179,401,Major Competitive Brands:,question
0011973451.json,384,390,462,400,Target Audience:,question
0011973451.json,384,420,524,433,Value- conscious Smokers,answer
0011973451.json,57,489,212,500,COST OR RETAIL PRICING:,question
0011973451.json,384,589,486,600,Est. Monthly Ongoing:,question
0011973451.json,57,654,236,667,INITIAL MATERIALS REQUIRED:,header
0011973451.json,289,656,343,667,Qty In Units,question
0011973451.json,383,656,435,666,Dollar Cost,question
0011973451.json,289,670,338,684,On Hand,answer
0011973451.json,291,687,341,701,On Hand,answer
0011973451.json,59,675,140,685,Pack Flats Labels:,question
0011973451.json,59,774,150,784,Product Specs Date:,question
0011973451.json,384,771,486,782,In- Market Arrival Date:,question
0011973451.json,384,789,444,799,Launch Date:,question
0011973451.json,59,791,164,799,Start Manufacture Date:,question
0011973451.json,59,841,126,850,Group Prod Dir,question
0011973451.json,59,874,125,884,Dir. Int' Admin,question
0011973451.json,59,908,130,919,Regional Dir/ VP,question
0011973451.json,384,839,458,851,VP Int'l Planning,question
0011973451.json,383,873,465,884,VP Int'l Marketing,question
0011973451.json,385,906,450,917,Senior VP Int'l,question

file_name,box.0,box.1,box.2,box.3,text,label
0011974919.json,172,205,190,220,To,question
0011974919.json,172,236,204,251,From:,question
0011974919.json,173,265,201,280,Date:,question
0011974919.json,70,309,105,326,Brand:,question
0011974919.json,68,339,96,353,Title:,question
0011974919.json,110,304,149,319,Eclipse,answer
0011974919.json,70,359,134,379,Description:,question
0011974919.json,211,459,247,474,APAC,answer
0011974919.json,226,490,250,504,300,answer
0011974919.json,226,549,248,564,300,answer
0011974919.json,425,628,464,649,W25,answer
0011974919.json,362,751,397,766,APAC,answer
0011974919.json,68,845,83,860,C:,question
0011974919.json,376,304,418,321,602399,answer
0011974919.json,127,130,595,157,RESPONSE CODE REQUEST CONFIRMATION,header
0011974919.json,219,201,289,216,Joe Leinster,answer
0011974919.json,219,230,289,248,Joyce Bagby,answer
0011974919.json,221,258,329,278,"September 10, 1996",answer
0011974919.json,282,309,367,324,PPS Program #,question
0011974919.json,440,307,519,326,Requested By:,question
0011974919.json,109,334,366,354,Sneak Preview Confirmation Call- Charlotte Tests,answer
0011974919.json,134,363,449,382,Record of confirmation calls for sneak preview appointments,answer
0011974919.json,68,465,203,480,Fullfillment Data Entry at,question
0011974919.json,68,494,179,511,Circulation Quantity:,question
0011974919.json,70,525,185,539,Estimated Response:,question
0011974919.json,70,554,192,569,Estimated Responders:,question
0011974919.json,68,582,190,599,Distribution Drop Date:,question
0011974919.json,207,580,252,597,10/ 03/ 96,answer
0011974919.json,219,520,272,538,100.00 %,answer
0011974919.json,358,582,440,600,Expiration Date:,question
0011974919.json,228,630,405,651,Response Code Assigned:,question
0011974919.json,66,705,410,737,"Address, postal requirements, barcodes, document storage, and batch numbers to be supplied by:",question
0011974919.json,358,767,475,782,DE Fullfillment Vendor,question
0011974919.json,91,844,195,861,Suzi Hicks RJR- IR,answer
0011974919.json,91,862,174,882,Karen Giddens,answer
0011974919.json,94,884,161,901,Drew Huyett,answer
0011974919.json,89,908,173,923,Jackson Roper,answer
0011974919.json,418,839,499,856,Debbie Lockery,answer
0011974919.json,418,862,507,879,Vanessa Oakley,answer
0011974919.json,418,884,544,903,Melissa Andrews - TBM,answer
0011974919.json,416,906,538,924,Tammi LaManna - M/ B,answer
0011974919.json,694,867,710,961,52251 2963,other

file_name,box.0,box.1,box.2,box.3,text,label
0011976929.json,420,380,474,398,Dates:,question
0011976929.json,543,841,653,862,466603840,other
0011976929.json,102,869,149,886,/934g,other
0011976929.json,75,869,103,887,/lr,other
0011976929.json,327,383,356,398,700,answer
0011976929.json,489,176,543,198,Dundee,answer
0011976929.json,54,184,106,205,State:,question
0011976929.json,147,183,217,200,Illinois,answer
0011976929.json,284,96,408,113,SPECIAL EVENTS,header
0011976929.json,358,182,440,199,City/ Town:,question
0011976929.json,57,243,177,263,Type of Event:,question
0011976929.json,300,237,417,256,Beauty Contest,answer
0011976929.json,59,384,244,402,Estimated Attendance,question
0011976929.json,489,376,669,393,"March 3rd, 4th & 5th,",answer
0011976929.json,60,441,183,460,Name of Event:,question
0011976929.json,297,433,535,452,Mrs. Illinois Beauty Pageant,answer
0011976929.json,64,525,281,544,Contact (Name/ Telephone):,question
0011976929.json,300,521,613,539,Ms. Joy Weathers (Sales) 312/ 426 - 8000,answer
0011976929.json,64,584,261,599,Audience Concentration,question
0011976929.json,300,577,560,625,90 % White - 10 % Black Age category 21 yrs. to 45 yrs.,answer
0011976929.json,67,691,465,712,Recommended Brand(s) and Promotional Activity:,question
0011976929.json,503,690,641,708,BARCLAY sampling,answer
0011976929.json,165,721,342,740,2 - 12M cases mixed.,answer
0011976929.json,169,747,478,768,To be placed on tables by B & W Reps.,answer

file_name,box.0,box.1,box.2,box.3,text,label
0012178355.json,43,89,77,103,BRAND,question
0012178355.json,117,105,176,116,Domestic,question
0012178355.json,200,105,211,115,X,answer
0012178355.json,235,103,274,117,Export,question
0012178355.json,45,244,127,257,Description:,question
0012178355.json,388,506,417,521,Date,question
0012178355.json,172,535,253,549,ENDORSEMENTS,question
0012178355.json,360,535,391,548,Date,question
0012178355.json,75,561,96,576,CQA,question
0012178355.json,77,644,99,659,ELT,question
0012178355.json,78,670,139,685,Marketing,question
0012178355.json,173,698,227,713,APPROVAL,question
0012178355.json,362,701,393,715,Date,question
0012178355.json,77,729,102,744,CQA,question
0012178355.json,80,757,141,771,President,question
0012178355.json,74,411,138,424,Rationale,question
0012178355.json,344,103,398,118,Military,question
0012178355.json,479,103,539,117,Contract,question
0012178355.json,310,187,321,202,X,answer
0012178355.json,365,216,438,227,Processing,question
0012178355.json,309,423,323,437,X,answer
0012178355.json,311,453,322,466,X,answer
0012178355.json,49,797,84,812,10111,other
0012178355.json,560,845,675,867,621626776,other
0012178355.json,42,49,132,60,Attachment II,header
0012178355.json,232,61,429,75,SPECIFICATION CHANGE PROPOSAL,header
0012178355.json,124,89,214,104,ELI CUTTER KS,answer
0012178355.json,365,88,602,103,SPECIFICATION CHANGE NUMBER 84- 79,question
0012178355.json,71,131,417,147,TYPE OF SPECIFICATION CHANGE (Check all that apply),header
0012178355.json,71,148,210,161,"Packaging, Temporary",question
0012178355.json,70,159,230,174,"Cigarette Design, Trial",question
0012178355.json,70,172,217,190,Tar Adjustment < 1 mg,question
0012178355.json,71,189,148,203,New Product,question
0012178355.json,70,203,206,217,Equivalent Additive,question
0012178355.json,71,215,284,232,Equivalent Filter/ Paper/ /Tipping,question
0012178355.json,366,145,501,161,"Packaging, Permanent",question
0012178355.json,363,159,555,174,"Cigarette Design, Permanent",question
0012178355.json,366,173,516,188,Tar Adjustment > 1 mg,question
0012178355.json,365,189,496,203,Discontinue Product,question
0012178355.json,365,201,566,216,Equivalent Packaging Material,question
0012178355.json,141,243,591,258,"ELI CUTTER KS, for test market, using AMELIA ""B"" Blend (XLF -680G)",answer
0012178355.json,46,271,150,286,*Cost Summary-,header
0012178355.json,74,297,271,313,REQUESTED IMPLEMENTATION DATE,question
0012178355.json,304,300,355,313,9 /17 /84,answer
0012178355.json,74,327,156,340,COST SUMMARY,header
0012178355.json,101,342,252,355,Obsolete Material Cost,question
0012178355.json,101,355,312,370,Special Equipment/ Material Cost,question
0012178355.json,102,370,310,384,Est. Annual Product Cost Change,question
0012178355.json,73,395,285,410,ATTACHMENTS (Check if Included),header
0012178355.json,77,423,252,438,Product Specification List,question
0012178355.json,75,439,205,453,Packaging Art Stat.,question
0012178355.json,74,451,194,466,Processing Detail,question
0012178355.json,74,466,279,479,Initial Production Requirement,question
0012178355.json,367,411,457,425,Cost Analysis,question
0012178355.json,367,423,498,439,Spec. Change Detail,question
0012178355.json,365,437,542,453,Casing Flavoring Formulae,question
0012178355.json,365,451,467,465,Blend Formulae,question
0012178355.json,75,507,159,522,Prepared By:,question
0012178355.json,226,506,302,521,D. M. Frank,answer
0012178355.json,462,506,521,521,10/ 10/ 84,answer
0012178355.json,77,589,173,605,RD&E - Product,question
0012178355.json,77,617,172,632,RD&E - Process,question

file_name,box.0,box.1,box.2,box.3,text,label
0012199830.json,165,140,225,153,Customer,question
0012199830.json,275,142,297,155,B&W,answer
0012199830.json,557,130,712,161,RECEIVED,question
0012199830.json,147,912,221,926,Technician,question
0012199830.json,570,964,692,992,605110969,other
0012199830.json,295,615,349,630,Toluene,answer
0012199830.json,254,68,527,88,AARBERG -STRAHAN INKS & COATINGS CORP.,header
0012199830.json,316,99,473,118,Formula Composit Form,other
0012199830.json,585,173,678,194,DEC 1 1 1989,answer
0012199830.json,589,207,671,230,A. C. D.,other
0012199830.json,274,173,361,188,Falcon Green,other
0012199830.json,272,201,341,216,SKGC-4518 ,answer
0012199830.json,163,196,244,211,Formula No.,question
0012199830.json,250,244,362,261,Solids Composit,question
0012199830.json,302,277,455,292,Lecithin (Food Grade),answer
0012199830.json,302,299,471,317,Epoxidized Soy Bean Oil,answer
0012199830.json,300,321,552,338,Cellulose Nitrate Wet w /2 Propanol,answer
0012199830.json,299,344,433,359,"Pigment, Yellow 34",answer
0012199830.json,299,365,431,382,"Pigment, Blue 15: 4",answer
0012199830.json,300,385,712,407,Ester of Modified Tricyclic Carboxylic Acid Jonrez IM824,answer
0012199830.json,155,543,244,558,Total Solids,question
0012199830.json,243,582,460,602,Solvent Composit to % V. O. C. s,answer
0012199830.json,296,637,423,654,Isopropyl Acetate,answer
0012199830.json,295,659,412,675,N- Propyl Acetate,answer
0012199830.json,140,835,237,853,Total V. O. C. s,question
0012199830.json,251,860,306,879,100. 00%,answer
0012199830.json,228,911,283,951,DLR 12/ 5/ 89,answer

file_name,box.0,box.1,box.2,box.3,text,label
0012529284.json,88,85,125,103,Date:,question
0012529284.json,88,112,179,131,Description:,question
0012529284.json,493,82,517,100,No.,question
0012529284.json,91,177,157,189,Supplier:,question
0012529284.json,90,290,159,309,Reasons:,question
0012529284.json,207,235,280,250,Increase,question
0012529284.json,301,232,365,248,Decrease,question
0012529284.json,201,431,312,534,,other
0012529284.json,85,394,166,413,PROJECTED:,header
0012529284.json,573,409,612,424,1987,question
0012529284.json,226,561,266,573,Com-,other
0012529284.json,88,871,115,884,cc:,question
0012529284.json,442,810,476,829,Date,question
0012529284.json,443,781,474,797,Date,question
0012529284.json,442,750,475,769,Date,question
0012529284.json,442,722,476,737,Date,question
0012529284.json,442,693,479,709,Date,question
0012529284.json,85,945,149,961,MRD00008,other
0012529284.json,608,934,732,962,465915249,other
0012529284.json,253,829,293,842,,question
0012529284.json,289,70,473,88,CHANGE OF AUTHORIZED COST,header
0012529284.json,150,87,216,102,12- -4 -87,answer
0012529284.json,552,85,588,103,C -5-51,answer
0012529284.json,204,112,653,133,"CAPRI A&U EXPANSION - CALIFORNIA: WAVE 2 (87 -113) ,",answer
0012529284.json,105,142,426,163,WAVE 3 (87 –114) AND WAVE 4 (87 -115) .,answer
0012529284.json,204,177,430,193,Kapuler Marketing Research,answer
0012529284.json,90,202,349,220,Previous $ Commitments This Project,question
0012529284.json,395,202,531,221,"$ 212, 475 + 10%",answer
0012529284.json,90,232,199,250,Amt. of Change:,header
0012529284.json,397,232,666,250,$ NA ( % Change),other
0012529284.json,395,262,530,281,"$ 212, 475 + 10%",answer
0012529284.json,90,262,320,278,Adjusted Total Cost of Project:,question
0012529284.json,201,319,594,349,Adjustment due to timing of projects falling into 1988.,answer
0012529284.json,90,424,232,442,Internal Init. Date,question
0012529284.json,88,454,202,471,Ext. Auth. Date,question
